,Name,CM,CC,CINT,MAXNESTING,NOAV,CYCLO,LOC,ATFD,FDP,LAA,label
26169,actionPerformed,0,0,2,3,7,10,29,6,2,0,0
26181,actionPerformed,0,0,1,1,6,2,14,11,1,0,0
26184,actionPerformed,0,0,0,2,10,3,18,5,1,0,0
26187,actionPerformed,0,0,0,3,9,4,20,4,1,0,0
26190,actionPerformed,0,0,2,0,1,1,4,1,1,0,0
26191,actionPerformed,0,0,0,3,8,3,18,5,1,0,0
26192,create,0,0,0,0,2,1,3,1,1,0,0
26193,undoableEditHappened,0,0,0,0,2,1,3,1,1,0,0
26194,mouseClicked,0,0,1,1,1,2,6,1,1,0,0
26195,run,0,0,9,3,18,2,45,12,2,0,0
26196,getDomNodeFromTreeNode,3,2,1,1,1,3,9,1,1,0,0
26197,registerNodeInserted,0,0,2,0,3,1,8,1,1,0,0
26198,registerNodeRemoved,0,0,2,0,3,1,8,1,1,0,0
26199,registerAttributeAdded,0,0,2,0,3,1,9,1,1,0,0
26200,registerAttributeRemoved,0,0,2,0,3,1,9,1,1,0,0
26201,registerAttributeModified,0,0,2,0,3,1,10,1,1,0,0
26202,registerCharDataModified,0,0,2,0,3,1,8,1,1,0,0
26203,shouldRegisterDocumentChange,0,0,3,0,2,2,5,2,2,0,0
26204,createTree,1,0,4,4,14,11,45,1,1,0,0
26205,findNode,4,0,1,2,6,3,14,1,1,0,0
26206,createTemplatesMenu,1,1,0,0,16,1,40,6,2,0,0
26211,actionPerformed,0,0,1,1,4,2,11,4,1,0,0
26212,valueChanged,0,0,5,3,19,8,46,17,4,0,0
26213,handleElementSelection,0,0,4,3,8,4,21,4,2,0,0
26214,findIndexToInsert,1,0,1,2,10,5,26,1,1,0,0
26215,handleEvent,0,0,1,1,3,3,18,2,2,0,0
26216,handleEvent,0,0,1,1,3,2,6,1,1,0,0
26217,mouseReleased,0,0,0,2,2,4,8,1,1,0,0
26218,actionPerformed,0,0,4,2,15,4,28,8,2,0,0
26219,actionPerformed,0,0,6,2,9,4,20,5,3,0,0
26220,getNodeType,0,0,1,1,4,2,9,1,1,0,0
26221,getColumnName,0,0,1,1,2,2,7,2,1,0,0
26222,paint,0,0,8,3,17,6,33,8,2,0,0
26223,actionPerformed,0,0,1,1,6,4,17,3,1,0,0
26224,actionPerformed,0,0,0,0,2,1,4,2,1,0,0
26225,getDocument,0,0,0,0,1,1,3,1,1,0,0
26226,performUpdate,0,0,3,1,1,2,7,1,1,0,0
26227,selectNode,0,0,3,0,4,1,6,1,1,0,0
26228,openDOMViewer,1,1,0,1,10,3,11,4,1,0,0
26229,getDOMViewer,0,0,0,0,1,1,3,1,1,0,0
26230,actionPerformed,0,0,2,1,1,2,5,2,1,0,0
26231,actionPerformed,0,0,2,1,1,2,5,2,1,0,0
26232,actionPerformed,0,0,1,0,1,1,3,1,1,0,0
26233,actionPerformed,0,0,1,0,1,1,3,1,1,0,0
26234,actionPerformed,0,0,1,0,1,1,3,1,1,0,0
26235,actionPerformed,0,0,4,1,3,2,8,4,1,0,0
26236,actionPerformed,0,0,4,1,3,2,8,4,1,0,0
26237,getCanvasGraphicsNode,0,0,0,1,3,4,12,1,1,0,0
26238,actionPerformed,0,0,2,3,22,9,71,7,2,0,1
26239,handle,0,0,3,0,2,1,3,1,1,0,0
26240,actionPerformed,0,0,6,6,19,14,55,10,3,0,0
26241,actionPerformed,0,0,5,0,5,1,10,7,2,0,0
26242,actionPerformed,0,0,1,0,1,1,3,1,1,0,0
26243,actionPerformed,0,0,1,0,1,1,3,1,1,0,0
26244,actionPerformed,0,0,2,1,5,3,8,3,1,0,0
26245,actionPerformed,0,0,0,2,1,3,50,2,1,0,0
26246,actionPerformed,0,0,10,2,17,9,111,8,3,0,1
26247,actionPerformed,0,0,6,2,19,1,55,8,2,0,0
26248,actionPerformed,0,0,6,2,20,1,57,8,2,0,0
26249,actionPerformed,0,0,6,2,16,1,48,8,2,0,0
26250,actionPerformed,0,0,2,2,9,2,50,3,1,0,0
26251,actionPerformed,0,0,3,0,1,1,5,1,1,0,0
26252,actionPerformed,0,0,2,1,1,2,7,1,1,0,0
26253,actionPerformed,0,0,4,2,5,4,19,5,1,0,0
26254,actionPerformed,0,0,0,1,9,2,10,3,1,0,0
26255,actionPerformed,0,0,2,1,10,2,12,6,2,0,0
26256,actionPerformed,0,0,2,1,10,2,14,6,2,0,0
26257,actionPerformed,0,0,0,2,5,4,20,8,1,0,0
26258,displayError,0,0,0,1,6,2,10,1,1,0,0
26259,displayError,0,0,1,1,5,2,9,1,1,0,0
26273,getScriptSecurity,0,0,2,3,7,5,22,2,1,0,0
26274,getExternalResourceSecurity,0,0,1,2,6,4,14,1,1,0,0
26275,actionPerformed,0,0,1,0,4,1,5,2,1,0,0
26276,getItemIndex,0,0,0,2,5,3,9,4,1,0,0
26277,openLink,0,0,2,0,2,1,4,1,1,0,0
26278,handleOption,0,0,0,0,6,1,40,1,1,0,0
26279,getDescription,0,0,1,0,1,1,3,1,1,0,0
26280,actionPerformed,0,0,5,2,8,3,20,3,1,0,0
26281,actionPerformed,0,0,2,0,1,1,4,1,1,0,0
26282,actionPerformed,0,0,2,1,4,2,10,2,1,0,0
26283,actionPerformed,0,0,5,1,14,4,26,4,1,0,0
26286,updateNodePicker,0,0,3,2,5,3,11,2,1,0,0
26290,updateNodePicker,0,0,3,2,5,3,11,4,1,0,0
26299,handle,0,0,5,2,17,2,80,1,1,0,0
26300,load,0,0,1,5,14,6,32,1,1,0,0
26301,paint,0,0,0,1,9,2,14,6,1,0,0
26302,gvtRenderingPrepare,0,0,0,1,4,3,6,4,1,0,0
26303,gvtRenderingStarted,0,0,1,1,8,3,36,8,2,0,0
26304,gvtRenderingCompleted,0,0,4,1,8,4,20,10,2,0,0
26305,renderingStopped,0,0,3,1,5,4,19,7,1,0,0
26336,selectionChanged,0,0,2,2,6,5,21,9,2,0,0
26337,paint,0,0,1,3,11,4,21,7,1,0,0
26338,actionPerformed,0,0,1,0,1,1,4,1,1,0,0
26339,setToolTip,0,0,1,1,12,5,28,8,1,0,0
26340,removeToolTip,0,0,0,1,3,3,7,2,1,0,0
26341,displayError,0,0,0,1,5,2,12,1,1,0,0
26342,displayError,0,0,1,1,5,2,11,1,1,0,0
26343,handleEvent,0,0,2,3,10,8,34,8,1,0,0
26344,gvtRenderingCompleted,0,0,0,1,2,7,17,3,1,0,0
26345,updateCompleted,0,0,0,1,2,7,17,3,1,0,0
26346,documentLoadingCompleted,0,0,2,1,4,2,17,1,1,0,0
26347,mouseWheelMoved,0,0,0,2,8,4,13,2,1,0,0
26348,scriptDone,4,2,3,1,3,4,23,1,1,0,0
26349,bindHost,1,1,2,2,2,1,21,1,1,0,0
26350,registerElement,0,0,4,2,7,4,15,2,2,0,0
26351,registerResourceContext,0,0,5,1,7,3,15,3,3,0,0
26352,canvasLoaded,0,0,1,0,1,1,4,1,1,0,0
26353,canvasRendered,0,0,6,1,6,3,18,4,4,0,0
26354,documentLoadingCompleted,0,0,1,0,2,1,7,1,1,0,0
26355,documentLoadingCancelled,0,0,0,0,2,1,6,1,1,0,0
26375,getCanvasGraphicsNode,0,0,0,1,3,4,12,1,1,0,0
26376,documentLoadingCompleted,0,0,3,1,4,3,15,5,2,0,0
26377,documentLoadingCancelled,0,0,1,1,4,4,18,5,1,0,0
26378,documentLoadingFailed,0,0,3,1,6,4,20,7,2,0,0
26379,gvtBuildStarted,0,0,1,0,1,1,4,1,1,0,0
26380,gvtBuildCompleted,0,0,3,2,13,7,35,16,3,0,0
26381,gvtBuildCancelled,0,0,1,1,6,4,22,7,2,0,0
26382,gvtBuildFailed,0,0,5,1,9,5,31,10,4,0,0
26383,svgLoadEventDispatchCompleted,0,0,5,1,6,4,31,11,3,0,0
26384,svgLoadEventDispatchCancelled,0,0,3,1,5,4,22,7,2,0,0
26385,svgLoadEventDispatchFailed,0,0,7,1,9,5,33,11,4,0,0
26386,gvtRenderingCompleted,0,0,4,2,7,8,37,14,2,0,0
26387,gvtRenderingCancelled,0,0,2,2,5,7,32,10,1,0,0
26388,gvtRenderingFailed,0,0,2,2,5,7,33,10,1,0,0
26389,dispatchKeyTyped,0,0,3,0,3,1,16,4,2,0,0
26390,dispatchKeyPressed,0,0,3,0,3,1,15,4,2,0,0
26391,dispatchKeyReleased,0,0,3,0,3,1,15,4,2,0,0
26392,dispatchMouseClicked,0,0,3,0,3,1,16,4,2,0,0
26393,dispatchMousePressed,0,0,3,0,3,1,15,4,2,0,0
26394,dispatchMouseReleased,0,0,3,0,3,1,15,4,2,0,0
26395,dispatchMouseEntered,0,0,3,0,3,1,15,4,2,0,0
26396,dispatchMouseExited,0,0,3,0,3,1,15,4,2,0,0
26397,dispatchMouseDragged,0,0,5,4,9,6,39,7,4,0,0
26398,dispatchMouseMoved,0,0,5,4,10,6,42,7,4,0,0
26399,dispatchMouseWheelMoved,0,0,3,0,3,1,15,4,2,0,0
26411,getLighterFontWeight,0,0,1,2,3,11,20,2,1,0,0
26412,getBolderFontWeight,0,0,1,2,3,11,20,2,1,0,0
26415,openLink,0,0,5,4,12,11,59,10,1,0,0
26421,getAlternateStyleSheet,0,0,1,1,1,2,6,2,1,0,0
26422,handleElement,0,0,1,1,3,2,5,2,1,0,0
26423,getScriptSecurity,0,0,1,1,4,2,11,2,1,0,0
26424,checkLoadScript,0,0,2,2,5,3,14,2,1,0,0
26425,getExternalResourceSecurity,0,0,1,1,3,2,9,2,1,0,0
26426,checkLoadExternalResource,0,0,2,2,4,3,13,2,1,0,0
26427,getBrokenLinkDocument,0,0,2,2,19,4,42,3,1,0,0
26428,componentResized,0,0,3,2,2,1,13,4,2,0,0
26429,transcode,1,0,3,3,7,4,22,3,2,0,0
26430,formatText,0,0,1,4,10,14,43,1,1,0,0
26431,handleImage,0,0,1,4,8,1,22,1,1,0,0
26432,handleImage,0,0,1,4,8,1,22,1,1,0,0
26433,handleImage,0,0,1,4,8,1,22,1,1,0,0
26434,createElement,0,0,1,0,4,1,9,1,1,0,0
26435,createElement,0,0,1,0,4,1,8,1,1,0,0
26436,handleImage,0,0,1,5,13,5,34,1,1,0,0
26437,handleImage,0,0,1,5,13,5,34,1,1,0,0
26438,handleImage,0,0,1,5,13,5,35,1,1,0,0
26439,createEntry,0,0,1,0,9,1,11,1,1,0,0
26440,trimContextForElement,0,0,0,2,7,4,16,1,1,0,0
26441,processDeltaGC,1,1,3,0,10,1,43,3,1,0,0
26442,createElement,0,0,1,0,4,1,8,1,1,0,0
26451,buildSVGGeneratorContext,0,0,6,0,4,1,12,1,1,0,0
26452,setTextElementAttributes,0,0,1,1,7,4,11,1,1,0,0
26455,print,0,0,9,1,7,6,35,2,2,0,0
26456,printHack,0,0,9,1,7,4,27,2,2,0,0
26457,writeXml,0,0,6,2,12,8,45,6,1,0,0
26458,runImpl,0,0,7,0,8,1,22,1,1,0,0
26459,buildSVGGraphics2D,0,0,2,0,9,1,13,2,2,0,0
26460,runImpl,0,0,7,1,18,2,47,2,2,0,0
26461,runImpl,0,0,9,1,15,2,46,1,1,0,0
26462,getContourAsSVGPathData,0,0,1,6,21,18,80,24,2,0,1
26463,writeFontAsSVGFragment,0,0,0,4,54,23,146,17,7,0,1
26464,getGlyphAsSVG,0,0,6,3,24,8,65,5,3,0,0
26465,getKerningPairAsSVG,0,0,4,1,16,3,44,5,1,0,0
26466,main,1,1,2,3,24,7,58,1,1,0,0
26467,FpgmTable,1,1,2,0,2,1,4,2,1,0,0
26468,GposTable,1,1,1,0,2,1,36,1,1,0,0
26469,PrepTable,1,1,2,0,2,1,4,2,1,0,0
26470,create,1,1,1,2,37,35,90,1,1,0,1
26531,configure,0,0,4,0,4,1,6,2,2,0,0
26532,reportException,0,0,3,0,8,1,27,1,1,0,0
26533,runImpl,0,0,6,1,6,4,56,5,1,0,0
26534,processReport,0,0,7,1,12,5,21,2,1,0,0
26535,main,0,0,4,3,20,3,71,1,1,0,1
26536,processEntry,0,0,3,4,21,6,81,3,1,0,1
26537,getExternalResourceSecurity,0,0,0,3,3,4,13,3,1,0,0
26538,getScriptSecurity,0,0,0,4,6,5,23,4,1,0,0
26539,getColorFromObject,0,0,0,1,3,2,7,1,1,0,0
26540,setPenColor,0,0,1,1,5,2,7,1,1,0,0
26541,setBrushPaint,0,0,1,3,5,4,13,5,1,0,0
26542,getStoredPaint,0,0,1,2,4,3,7,2,1,0,0
26543,decodeString,2,2,0,3,35,17,45,1,1,0,0
26544,run,0,0,0,3,8,8,43,1,1,0,0
26545,handleEvent,0,0,0,4,10,7,56,6,1,0,0
26546,CommandLineTest,0,0,0,0,1,1,1,0,0,1,0
26547,setUp,0,0,0,2,0,1,94,0,0,1,0
26548,tearDown,0,0,0,0,1,1,5,0,0,1,0
26549,testNone,0,0,3,0,4,1,11,0,0,1,0
26550,testOpenOne,0,0,4,0,7,1,16,0,0,1,0
26551,testNE,0,0,3,0,6,1,11,0,0,1,0
26552,testOpenMany,0,0,5,0,13,1,24,0,0,1,0
26553,testMixed,0,0,5,0,16,1,27,0,0,1,0
26554,testDups,0,0,4,0,11,1,25,0,0,1,0
26555,testRelativePath,0,0,1,2,5,1,12,0,0,1,0
26556,testDotPaths,0,0,1,2,8,1,19,0,0,1,0
26557,mkTempDir,0,0,0,1,2,2,10,0,0,1,0
26565,testCustomConfigFile,0,0,0,0,8,1,20,0,0,1,0
26572,addFileToOpen,1,1,1,2,12,6,18,0,0,1,0
26573,clearFilesToOpen,0,0,0,0,1,1,3,0,0,1,0
26574,openWithRemoteControl,0,0,1,5,11,8,31,0,0,1,0
26577,configureAndLoadDrJavaRoot,0,0,9,7,39,17,143,0,0,1,1
26578,handleCommandLineArgs,1,1,2,8,23,20,86,0,0,1,1
26581,_initConfig,2,0,2,2,6,1,20,0,0,1,0
26582,_saveConfig,0,0,1,2,2,1,15,0,0,1,0
26584,warnIfLinuxWithCompiz,1,1,0,3,13,10,71,0,0,1,1
26589,main,0,0,3,6,11,12,128,0,0,1,1
26592,_openCommandLineFiles,2,0,1,4,18,5,65,0,0,1,0
26593,showDrJavaDebugConsole,0,0,0,0,1,1,16,0,0,1,0
26600,main,0,0,0,5,7,5,22,0,0,1,0
26602,indentFiles,0,0,3,4,12,7,35,0,0,1,0
26605,openFile,1,1,0,2,13,3,41,0,0,1,0
26606,main,0,0,0,3,4,2,11,0,0,1,0
26611,run,0,0,0,7,14,7,59,0,0,1,0
26630,getRawFile,17,6,0,0,0,0,0,0,0,1,0
26631,getFile,27,10,0,0,0,0,0,0,0,1,0
26713,_initNewIndenter,0,0,0,0,5,1,22,0,0,1,0
26714,_makeNormEndings,0,0,0,0,1,1,8,0,0,1,0
26715,setKeywords,2,1,0,0,2,1,4,0,0,1,0
26716,_makePrimTypes,0,0,0,0,3,1,8,0,0,1,0
26717,_highlightKeywords,0,0,3,4,20,8,76,0,0,1,1
26718,_isNum,1,1,0,8,11,13,64,0,0,1,0
26719,_isType,0,0,0,2,2,2,6,0,0,1,0
26720,hasOnlySpaces,1,1,0,0,1,1,1,0,0,1,0
26721,_styleChanged,3,3,0,0,0,0,0,0,0,1,0
26722,_addCharToReducedModel,2,2,1,0,2,1,4,0,0,1,0
26723,getCurrentLocation,68,30,0,0,1,1,1,0,0,1,0
26724,setCurrentLocation,52,19,1,1,4,3,12,0,0,1,0
26725,move,10,4,1,1,4,3,9,0,0,1,0
26726,balanceBackward,3,3,1,2,4,5,11,0,0,1,0
26727,balanceForward,2,2,1,2,4,5,12,0,0,1,0
26731,findPrevEnclosingBrace,1,1,0,5,12,10,55,0,0,1,0
26734,findNextEnclosingBrace,1,1,0,5,12,9,53,0,0,1,0
26741,_indentBlock,0,0,1,3,11,4,37,0,0,1,0
26765,filesNotFound,1,1,2,1,4,1,5,0,0,1,0
26766,filesReadOnly,3,2,2,1,7,1,13,0,0,1,0
26873,AbstractGlobalModel,0,0,0,0,8,1,18,0,0,1,0
26874,_init,0,0,0,0,5,1,67,0,0,1,0
26875,setFileGroupingState,0,0,3,0,3,1,8,0,0,1,0
26934,_toggleBookmark,0,0,2,1,10,3,26,0,0,1,0
26890,getMainClassContainingFile,0,0,0,2,4,6,29,0,0,1,0
26939,newTestCase,1,0,2,2,11,9,49,0,0,1,0
26940,getDocumentCache,1,1,0,0,1,1,1,0,0,1,0
26941,openFile,15,4,0,1,5,3,15,0,0,1,0
26942,openFileHelper,0,0,1,0,3,1,11,0,0,1,0
26943,openFiles,5,2,0,2,6,4,14,0,0,1,0
26944,openFilesHelper,0,0,1,1,3,2,7,0,0,1,0
26945,getOpenAllFilesInFolderExtension,1,0,2,1,3,2,9,0,0,1,0
26946,getFilesInFolder,0,0,0,0,9,1,31,0,0,1,0
26947,getNewFilesInProject,0,0,2,2,5,4,21,0,0,1,0
26948,openNewFilesInProject,0,0,0,2,1,2,6,0,0,1,0
26949,saveAllFiles,0,0,0,0,1,1,5,0,0,1,0
26950,saveAllFilesHelper,0,0,0,4,15,11,51,0,0,1,0
26957,closeFile,7,4,0,0,2,1,5,0,0,1,0
26958,closeAllFiles,4,3,0,0,2,1,12,0,0,1,0
26959,closeFiles,0,0,2,1,4,4,20,0,0,1,0
26960,closeFileHelper,0,0,1,1,2,2,6,0,0,1,0
26961,closeFileWithoutPrompt,1,0,0,1,11,3,30,0,0,1,0
26962,closeAllFilesOnQuit,0,0,1,1,3,2,22,0,0,1,0
26965,quit,0,0,0,2,1,3,20,0,0,1,0
26966,shutdown,0,0,0,2,3,1,20,0,0,1,0
26967,dispose,0,0,0,0,1,1,11,0,0,1,0
26973,getNextDocument,0,0,0,1,6,2,12,0,0,1,0
26974,getNextDocHelper,0,0,2,1,5,4,10,0,0,1,0
26975,getPrevDocument,0,0,0,1,4,2,10,0,0,1,0
26976,getPrevDocHelper,0,0,2,1,1,3,7,0,0,1,0
26977,getDocumentCount,0,0,0,0,1,1,1,0,0,1,0
26978,getOpenDefinitionsDocuments,10,5,0,0,3,1,7,0,0,1,0
26979,getLLOpenDefinitionsDocuments,1,1,0,1,4,2,10,0,0,1,0
26984,getOutOfSyncDocuments,0,0,5,3,4,7,23,0,0,1,0
27009,getSourceRootSet,7,2,0,3,3,3,19,0,0,1,0
27028,fixPathForNavigator,3,1,0,1,4,3,10,0,0,1,0
27035,setActiveDocument,5,2,0,1,1,1,22,0,0,1,0
27041,_ensureNotActive,0,0,0,2,4,4,22,0,0,1,0
27065,shrinkManager,0,0,0,2,7,5,12,0,0,1,0
27066,removeLast,0,0,2,1,3,1,17,0,0,1,0
27067,getRegions,1,1,0,0,3,1,6,0,0,1,0
27158,getWorkingDirectory,0,0,3,4,7,10,49,0,0,1,0
27226,update,1,0,3,2,4,1,12,0,0,1,0
27227,MovingDocumentRegion,7,4,1,3,11,4,71,0,0,1,1
27261,getFileName,0,0,0,1,1,2,5,0,0,1,0
27262,getName,0,0,0,1,1,2,6,0,0,1,0
27263,getCanonicalPath,0,0,0,1,0,2,4,0,0,1,0
27264,getCompletePath,0,0,0,1,1,2,6,0,0,1,0
27265,getSourceRoot,0,0,0,3,6,8,31,0,0,1,0
27279,makeReconstructor,0,0,0,0,0,1,102,0,0,1,0
27292,modifiedOnDisk,0,0,0,1,4,2,6,0,0,1,0
27293,checkIfClassFileInSync,1,0,1,2,4,9,51,0,0,1,0
27405,proposeBetterFileName,0,0,0,1,4,3,17,0,0,1,0
27406,getDocument,20,3,0,0,0,0,0,0,0,1,0
27407,coarsenVersion,0,0,0,1,3,2,7,0,0,1,0
27408,getLibraryKey,0,0,2,0,2,1,3,0,0,1,0
27409,findLibraries,0,0,2,2,16,5,54,0,0,1,0
27410,setBuildDirectory,0,0,3,1,5,2,11,0,0,1,0
27431,_createOpenDefinitionsDocument,4,1,0,1,1,2,4,0,0,1,0
27432,addDocToClassPath,0,0,4,2,3,2,11,0,0,1,0
27433,getClassPath,0,0,0,2,7,6,34,0,0,1,0
27434,resetInteractionsClassPath,2,2,6,2,10,4,34,0,0,1,0
27435,ClassAndInterfaceFinder,4,1,0,0,1,1,3,0,0,1,0
27436,ClassAndInterfaceFinder,0,0,0,3,2,2,16,0,0,1,0
27437,initialize,0,0,0,0,2,1,9,0,0,1,0
27440,getName,0,0,0,2,7,14,44,0,0,1,0
27455,testPutGetAndResize,0,0,4,1,4,3,20,0,0,1,0
27456,DJError,9,4,0,1,11,4,12,0,0,1,0
27470,compareTo,0,0,0,3,3,5,20,0,0,1,0
27471,compareByPosition,0,0,0,1,5,3,9,0,0,1,0
36354,setUp,0,0,0,1,0,1,51,0,0,1,0
36355,testTraversalOps,0,0,1,0,6,1,20,0,0,1,0
36356,testGeneratePathString,0,0,1,0,6,1,14,0,0,1,0
36357,testCollapsedPaths,0,0,0,0,10,1,30,0,0,1,0
36358,testRenameDocument,0,0,1,0,6,1,26,0,0,1,0
36359,testGetDocumentsInBin,0,0,0,0,14,1,35,0,0,1,0
36360,testGetSelectedDocuments,0,0,0,0,11,1,67,0,0,1,0
36361,testGetNamesOfSelectedTopLevelGroup,0,0,0,2,14,1,112,0,0,1,0
36378,toString,0,0,0,1,1,2,8,0,0,1,0
36379,equals,0,0,0,2,4,11,20,0,0,1,0
36380,hashCode,0,0,0,1,0,2,13,0,0,1,0
36381,make,6,3,0,0,1,1,3,0,0,1,0
36382,LanguageLevelConverter,13,4,0,0,0,0,0,0,0,1,0
36383,loadSymbolTable,6,5,1,1,4,12,20,0,0,1,0
36384,_createMav,3,0,0,1,3,12,15,0,0,1,0
36385,_classFile2SymbolData,0,0,0,0,1,1,3,0,0,1,0
36386,getSymbolDataForClassFile,5,2,0,1,5,4,13,0,0,1,0
36387,_getPrimitiveSymbolData,2,2,0,10,1,11,14,0,0,1,0
36388,_addParseException,0,0,0,1,3,2,6,0,0,1,0
36402,main,1,1,0,1,8,3,27,0,0,1,0
36403,Options,27,17,0,0,0,1,3,0,0,1,0
36404,Options,1,1,0,0,0,1,5,0,0,1,0
36405,javaVersion,0,0,0,0,0,1,1,0,0,1,0
36406,bootClassPath,1,0,0,0,0,1,1,0,0,1,0
36407,classPath,1,0,0,0,0,1,1,0,0,1,0
36408,setUp,0,0,0,0,0,2,18,0,0,1,0
36409,testNothing,0,0,0,0,0,1,11,0,0,1,0
36410,testSuccessful,0,0,2,4,25,3,114,0,0,1,1
36411,testNoNullPointer,0,0,2,1,6,3,15,0,0,1,0
36412,testPackagedOrderMatters,0,0,2,0,7,1,21,0,0,1,0
36413,accept,0,0,0,0,2,1,4,0,0,1,0
36414,accept,0,0,0,0,2,2,4,0,0,1,0
36415,LanguageLevelVisitor,1,1,0,1,2,4,23,0,0,1,0
36421,getUnqualifiedClassName,15,9,0,1,3,5,15,0,0,1,0
36422,referenceType2String,1,1,0,1,1,2,7,0,0,1,0
36423,isJavaLibraryClass,6,6,0,0,1,8,10,0,0,1,0
36424,isDuplicateVariableData,0,0,0,2,4,3,9,0,0,1,0
36425,getArraySymbolData,1,1,0,0,4,1,3,0,0,1,0
36426,_getSymbolDataFromFileSystem,2,1,2,3,23,16,133,0,0,1,1
36433,getQualifiedSymbolData,1,1,2,2,12,18,68,0,0,1,1
36434,getQualifiedClassName,3,2,0,0,2,1,1,0,0,1,0
36435,getQualifiedClassName,0,0,0,1,2,3,5,0,0,1,0
36436,addInnerSymbolData,0,0,3,0,5,1,8,0,0,1,0
36437,makeContinuation,0,0,0,1,5,2,9,0,0,1,0
36438,_lookupTypeFromWithinClass,2,0,1,4,9,7,29,0,0,1,0
36439,defineSymbolData,1,1,0,0,3,1,3,0,0,1,0
36443,_variableDeclaration2VariableData,1,1,1,2,14,3,45,0,0,1,0
36444,_identifyType,3,0,1,1,6,5,33,0,0,1,0
36445,_addError,1,1,0,1,4,2,6,0,0,1,0
36450,forModifiersAndVisibilityDoFirst,0,0,0,9,4,20,52,0,0,1,0
36451,forClassDefDoFirst,3,3,0,3,8,10,31,0,0,1,0
36452,forInterfaceDefDoFirst,1,1,0,2,2,4,13,0,0,1,0
36453,forInnerInterfaceDefDoFirst,0,0,0,2,2,3,9,0,0,1,0
36454,anonymousClassInstantiationHelper,0,0,3,0,8,1,25,0,0,1,0
36455,forPackageStatementOnly,1,1,0,2,6,5,25,0,0,1,0
36456,forClassImportStatementOnly,1,1,0,2,9,5,39,0,0,1,0
36457,createImportedSymbolContinuation,0,0,0,1,3,2,11,0,0,1,0
36458,forPackageImportStatementOnly,1,1,0,1,7,4,19,0,0,1,0
36459,forConcreteMethodDefDoFirst,0,0,0,2,3,3,12,0,0,1,0
36460,forAbstractMethodDefDoFirst,0,0,0,1,3,2,7,0,0,1,0
36472,forSourceFileDoFirst,0,0,0,4,3,6,16,0,0,1,0
36473,forSourceFile,1,1,0,2,6,8,33,0,0,1,0
36474,forSimpleNameReference,0,0,0,0,1,1,4,0,0,1,0
36475,forComplexNameReference,0,0,0,0,1,1,4,0,0,1,0
36476,forVariableDeclaration,0,0,0,1,1,2,10,0,0,1,0
36477,createToString,1,1,0,0,4,1,12,0,0,1,0
36478,createHashCode,1,1,0,0,5,1,12,0,0,1,0
36479,forMemberType,0,0,0,1,1,2,5,0,0,1,0
36480,forStringLiteralOnly,0,0,0,0,1,1,4,0,0,1,0
36481,forSimpleNamedClassInstantiation,0,0,0,1,1,2,16,0,0,1,0
36482,arrayEquals,5,5,0,2,2,6,12,0,0,1,0
36483,accept,0,0,0,0,2,2,4,0,0,1,0
36484,accept,0,0,0,0,1,1,3,0,0,1,0
36485,accept,0,0,0,0,1,1,3,0,0,1,0
36486,ArrayData,16,8,1,1,7,3,32,0,0,1,0
36509,unbox,0,0,0,1,1,9,12,0,0,1,0
36510,box,2,2,0,1,1,9,11,0,0,1,0
36511,isCastableTo,2,1,0,4,3,11,38,0,0,1,0
36512,isSubClassOf,11,6,0,2,3,10,14,0,0,1,0
36513,isInnerClassOf,3,2,0,1,3,5,7,0,0,1,0
36524,getInnerClassOrInterfaceHelper,0,0,0,3,9,15,63,0,0,1,0
36578,hasInterface,2,2,0,2,2,7,12,0,0,1,0
36579,getAllSuperVars,2,2,0,1,2,3,12,0,0,1,0
36580,Data,0,0,0,1,2,2,14,0,0,1,0
36597,setOuterData,39,14,0,2,3,5,15,0,0,1,0
36598,isOuterData,3,2,0,2,1,4,8,0,0,1,0
36599,getEnclosingClass,0,0,0,2,1,3,9,0,0,1,0
36607,getInnerClassOrInterface,23,12,0,2,4,10,39,0,0,1,0
36608,getInnerClassOrInterfaceHelper,0,0,0,3,5,5,20,0,0,1,0
36613,hasModifier,34,15,0,2,3,4,10,0,0,1,0
36614,addModifier,16,7,0,2,4,4,12,0,0,1,0
36615,createUniqueName,5,3,0,1,3,4,15,0,0,1,0
36626,formalParameters2TypeDatas,1,1,2,1,3,2,17,0,0,1,0
36627,writeAnonEquals,0,0,0,0,2,1,8,0,0,1,0
36628,writeValueToString,0,0,1,1,3,2,5,0,0,1,0
36629,writeSafeValueToString,0,0,0,1,5,3,99,0,0,1,0
36630,writeSimpleValueToString,0,0,0,0,3,1,15,0,0,1,0
36631,writeValueEquals,0,0,1,1,3,2,6,0,0,1,0
36632,writeSafeValueEquals,0,0,0,1,5,3,119,0,0,1,0
36633,writeSimpleValueEquals,0,0,0,0,3,1,16,0,0,1,0
36634,writeValueHashCode,0,0,1,1,4,2,6,0,0,1,0
36635,writeSafeValueHashCode,0,0,0,1,6,4,104,0,0,1,0
36636,writeSimpleValueHashCode,0,0,0,0,3,1,15,0,0,1,0
36641,_peek,0,0,0,2,5,1,16,0,0,1,0
36642,getLineNumberMap,1,1,0,0,1,1,3,0,0,1,0
36643,MethodData,72,23,0,0,0,1,11,0,0,1,0
36640,_writeToFileOut,0,0,0,3,8,4,18,0,0,1,0
36670,VariableData,85,25,0,0,0,1,11,0,0,1,0
